timestamp,transaction_id,product_id,product_name,category,quantity,unit_price,total_amount,region,customer_id,payment_method,is_anomaly
2025-01-09T11:03:00,TXN-20260107195809351309-F2CB68,PROD-FOO-0001,Organic Coffee,Food & Beverages,1,23.2,23.2,Middle East & Africa,CUST-192E0F2B,Credit Card,False
2025-01-09T12:30:59,TXN-20260107195809011522-DDD738,PROD-ELE-0001,Wireless Headphones,Electronics,1,219.65,219.65,Asia Pacific,CUST-2B072D35,Credit Card,False
2025-01-09T12:35:29,TXN-20260107195809642175-52E938,PROD-ELE-0003,Laptop,Electronics,1,280.16,280.16,Asia Pacific,CUST-34DD0BD3,Credit Card,False
2025-01-09T13:05:34,TXN-20260107195810393176-79EA3C,PROD-BOO-0001,Bestseller Novel,Books & Media,1,22.04,22.04,Asia Pacific,CUST-896D377C,Bank Transfer,False
2025-01-09T13:13:16,TXN-20260107195810489148-A0AE09,PROD-SPO-0007,Tent,Sports & Outdoors,2,93.03,186.06,Europe,CUST-C55CF685,Bank Transfer,False
2025-01-09T13:19:13,TXN-20260107195809299743-30B746,PROD-HOM-0010,Vase,Home & Garden,1,113.66,113.66,North America,CUST-D0172CA6,Credit Card,False
2025-01-09T13:22:56,TXN-20260107195808813187-74DB46,PROD-BOO-0004,Magazine Subscription,Books & Media,1,22.68,22.68,North America,CUST-D0CEA698,Credit Card,False
2025-01-09T13:37:35,TXN-20260107195809267526-1EA9DF,PROD-CLO-0003,Jacket,Clothing,4,56.79,227.16,North America,CUST-FED1CA83,Credit Card,False
2025-01-09T14:24:58,TXN-20260107195810367274-BAC4CC,PROD-HOM-0006,Kitchen Organizer,Home & Garden,2,56.87,113.74,North America,CUST-3B217857,Bank Transfer,False
2025-01-09T15:07:08,TXN-20260107195809283365-D124A7,PROD-FOO-0008,Bottled Water,Food & Beverages,1,20.31,20.31,Europe,CUST-1A859FA0,Credit Card,False
2025-01-09T15:59:39,TXN-20260107195809819188-91B32E,PROD-SPO-0002,Dumbbell Set,Sports & Outdoors,1,97.6,97.6,Asia Pacific,CUST-114A47D1,Bank Transfer,False
2025-01-09T16:12:16,TXN-20260107195809343769-9937F1,PROD-ELE-0001,Wireless Headphones,Electronics,1,225.11,225.11,North America,CUST-C551829A,Credit Card,False
2025-01-09T16:24:40,TXN-20260107195809028053-44826B,PROD-SPO-0007,Tent,Sports & Outdoors,3,77.36,232.08,Europe,CUST-081876F5,PayPal,False
2025-01-09T16:38:56,TXN-20260107195808746963-72167D,PROD-CLO-0008,Sweater,Clothing,1,52.43,52.43,Asia Pacific,CUST-E8D8ABD7,Bank Transfer,False
2025-01-09T17:25:00,TXN-20260107195810715599-CB15A7,PROD-FOO-0001,Organic Coffee,Food & Beverages,1,37.67,37.67,North America,CUST-BBF29024,Debit Card,False
2025-01-09T17:51:09,TXN-20260107195810132865-517299,PROD-BOO-0009,Calendar,Books & Media,2,16.82,33.64,North America,CUST-127160F6,Debit Card,False
2025-01-09T17:52:03,TXN-20260107195809901211-30309B,PROD-FOO-0002,Green Tea,Food & Beverages,1,19.07,19.07,Latin America,CUST-40F0B4F9,Debit Card,False
2025-01-09T17:54:45,TXN-20260107195809212039-6AE4A5,PROD-FOO-0006,Gourmet Chocolate,Food & Beverages,5,18.45,92.25,North America,CUST-714F77EA,Credit Card,False
2025-01-09T17:59:25,TXN-20260107195809633614-9E7507,PROD-FOO-0002,Green Tea,Food & Beverages,1,24.91,24.91,Europe,CUST-80CD600B,Bank Transfer,False
2025-01-09T18:31:08,TXN-20260107195810675539-D40B29,PROD-CLO-0009,Boots,Clothing,1,64.72,64.72,Asia Pacific,CUST-36454E6B,PayPal,False
2025-01-09T19:23:49,TXN-20260107195808844449-3DC690,PROD-FOO-0007,Vitamin Supplements,Food & Beverages,2,14.07,28.14,Asia Pacific,CUST-7CABD28A,PayPal,False
2025-01-09T19:31:36,TXN-20260107195809966793-B43822,PROD-ELE-0002,Smartphone,Electronics,2,342.39,684.78,North America,CUST-1AB82402,PayPal,False
2025-01-09T19:34:20,TXN-20260107195810628747-59EDE9,PROD-FOO-0010,Nuts,Food & Beverages,2,12.44,24.88,North America,CUST-4A087229,PayPal,False
2025-01-09T21:19:44,TXN-20260107195808857611-FE358F,PROD-CLO-0004,Sneakers,Clothing,1,44.57,44.57,North America,CUST-C2937D5A,Digital Wallet,False
2025-01-09T21:51:33,TXN-20260107195809232128-8AF39D,PROD-FOO-0009,Juice,Food & Beverages,1,38.65,38.65,Asia Pacific,CUST-BE047A95,Bank Transfer,False
2025-01-09T22:11:06,TXN-20260107195810750533-D5B9A6,PROD-SPO-0001,Yoga Mat,Sports & Outdoors,1,47.37,47.37,Europe,CUST-0B36EC41,Credit Card,False
2025-01-09T22:33:17,TXN-20260107195809533737-AB85A2,PROD-ELE-0004,Tablet,Electronics,1,839.7,839.7,Europe,CUST-3D47D4DA,Digital Wallet,True
2025-01-09T22:33:49,TXN-20260107195808776193-9FEA19,PROD-ELE-0010,Keyboard,Electronics,4,310.98,1243.92,North America,CUST-C25E496F,Debit Card,False
2025-01-09T23:16:32,TXN-20260107195808774479-F3C890,PROD-ELE-0010,Keyboard,Electronics,2,373.17,746.34,North America,CUST-98D516D8,PayPal,False
2025-01-09T23:46:36,TXN-20260107195809665140-A2F14A,PROD-CLO-0009,Boots,Clothing,1,66.68,66.68,North America,CUST-6BC92A90,Debit Card,False
2025-01-09T23:51:34,TXN-20260107195809076908-C0B70F,PROD-ELE-0008,Gaming Console,Electronics,1,397.57,397.57,North America,CUST-9C6D9C81,Credit Card,False
2025-01-10T03:24:28,TXN-20260107195810346416-110196,PROD-HOM-0006,Kitchen Organizer,Home & Garden,4,99.86,399.44,Asia Pacific,CUST-AFE2A237,Digital Wallet,False
2025-01-10T06:50:59,TXN-20260107195809065683-51CFA0,PROD-BOO-0007,Art Book,Books & Media,1,23.86,23.86,Asia Pacific,CUST-D8EFF367,PayPal,False
2025-01-10T07:26:39,TXN-20260107195810089337-2CBB44,PROD-ELE-0009,Monitor,Electronics,1,246.23,246.23,North America,CUST-A392B371,PayPal,False
2025-01-10T07:45:49,TXN-20260107195810284397-47538E,PROD-SPO-0005,Water Bottle,Sports & Outdoors,2,67.79,135.58,Asia Pacific,CUST-74A2D237,Bank Transfer,False
2025-01-10T08:21:01,TXN-20260107195810435300-F6EB3B,PROD-ELE-0004,Tablet,Electronics,2,363.98,727.96,Europe,CUST-F645CBF4,Bank Transfer,False
2025-01-10T08:42:54,TXN-20260107195808934575-DF2D60,PROD-SPO-0009,Resistance Bands,Sports & Outdoors,4,60.26,241.04,Europe,CUST-519260B6,Bank Transfer,False
2025-01-10T09:37:10,TXN-20260107195809760692-EF7C68,PROD-BOO-0001,Bestseller Novel,Books & Media,1,78.03,78.03,North America,CUST-6D76FA25,Digital Wallet,True
2025-01-10T10:12:59,TXN-20260107195809529795-FC9363,PROD-ELE-0003,Laptop,Electronics,1,300.33,300.33,Europe,CUST-6EFBA33F,Digital Wallet,False
2025-01-10T10:48:51,TXN-20260107195808656420-5AB1AD,PROD-ELE-0003,Laptop,Electronics,1,104.05,104.05,North America,CUST-BE843FF6,PayPal,False
2025-01-10T11:03:16,TXN-20260107195809537205-5DBD22,PROD-CLO-0002,Jeans,Clothing,2,47.74,95.48,Europe,CUST-3030604A,Credit Card,False
2025-01-10T11:13:03,TXN-20260107195809388213-A4FAC8,PROD-HOM-0003,Throw Pillow,Home & Garden,3,79.77,239.31,North America,CUST-93556E7C,Debit Card,False
2025-01-10T11:30:10,TXN-20260107195809613030-4B4310,PROD-CLO-0004,Sneakers,Clothing,2,52.09,104.18,North America,CUST-A61E5684,Bank Transfer,False
2025-01-10T11:36:33,TXN-20260107195808730282-64B3A0,PROD-CLO-0002,Jeans,Clothing,1,96.39,96.39,North America,CUST-356A41CC,Debit Card,False
2025-01-10T12:13:31,TXN-20260107195810530954-F73923,PROD-CLO-0006,Hoodie,Clothing,1,43.03,43.03,Europe,CUST-A7557714,Bank Transfer,False
2025-01-10T13:13:31,TXN-20260107195809774969-44A852,PROD-ELE-0005,Smart Watch,Electronics,1,71.16,71.16,North America,CUST-06A0A5AF,Credit Card,True
2025-01-10T13:34:31,TXN-20260107195810195693-E741AC,PROD-ELE-0009,Monitor,Electronics,3,231.02,693.06,Europe,CUST-CBFC11D0,Debit Card,False
2025-01-10T14:11:39,TXN-20260107195809146303-60D779,PROD-FOO-0006,Gourmet Chocolate,Food & Beverages,1,30.32,30.32,Europe,CUST-E895F871,Bank Transfer,False
2025-01-10T14:39:29,TXN-20260107195808812636-8DB25A,PROD-SPO-0006,Backpack,Sports & Outdoors,1,73.44,73.44,Asia Pacific,CUST-FB1DD8A2,Credit Card,False
2025-01-10T14:49:03,TXN-20260107195810088803-2E9E97,PROD-CLO-0005,Dress,Clothing,1,68.81,68.81,Europe,CUST-A9AF0BB6,Debit Card,False
2025-01-10T15:06:26,TXN-20260107195809046649-C79715,PROD-HOM-0006,Kitchen Organizer,Home & Garden,2,78.9,157.8,North America,CUST-F2EB32D2,Bank Transfer,False
2025-01-10T15:54:05,TXN-20260107195809177284-06F667,PROD-ELE-0002,Smartphone,Electronics,3,274.73,824.19,Europe,CUST-953E51D7,Debit Card,False
2025-01-10T16:23:00,TXN-20260107195808791722-843F2A,PROD-BOO-0002,Self-Help Book,Books & Media,2,20.12,40.24,Asia Pacific,CUST-096D8C18,Credit Card,False
2025-01-10T16:27:15,TXN-20260107195810046216-E3CE25,PROD-SPO-0006,Backpack,Sports & Outdoors,3,89.06,267.18,North America,CUST-7BD4DAB8,Digital Wallet,False
2025-01-10T17:07:10,TXN-20260107195810118424-79639D,PROD-SPO-0001,Yoga Mat,Sports & Outdoors,2,80.85,161.7,North America,CUST-53EAA822,Digital Wallet,False
2025-01-10T17:36:46,TXN-20260107195810072445-3727B7,PROD-FOO-0007,Vitamin Supplements,Food & Beverages,1,25.83,25.83,Europe,CUST-0753AA79,Bank Transfer,False
2025-01-10T18:07:43,TXN-20260107195808748618-A6C896,PROD-FOO-0006,Gourmet Chocolate,Food & Beverages,1,42.1,42.1,Latin America,CUST-0FE527E1,Digital Wallet,False
2025-01-10T18:27:45,TXN-20260107195809842890-AE0B89,PROD-SPO-0003,Running Shoes,Sports & Outdoors,1,63.58,63.58,Europe,CUST-800533C5,PayPal,False
2025-01-10T19:01:43,TXN-20260107195809792398-F62E7C,PROD-FOO-0010,Nuts,Food & Beverages,3,28.17,84.51,Latin America,CUST-A593D808,Debit Card,False
2025-01-10T19:22:30,TXN-20260107195810271581-125B23,PROD-HOM-0001,Table Lamp,Home & Garden,1,78.25,78.25,North America,CUST-58D3F541,Credit Card,False
2025-01-10T19:41:33,TXN-20260107195810615785-87E9C4,PROD-FOO-0003,Protein Bar,Food & Beverages,1,26.22,26.22,Europe,CUST-383F4088,Credit Card,False
2025-01-10T19:44:02,TXN-20260107195810357151-FA5854,PROD-HOM-0007,Bath Towel Set,Home & Garden,2,103.46,206.92,Asia Pacific,CUST-EFFDA177,Digital Wallet,False
2025-01-10T19:46:37,TXN-20260107195810234288-CC7BC6,PROD-HOM-0003,Throw Pillow,Home & Garden,2,115.66,231.32,Europe,CUST-E9F85747,Credit Card,False
2025-01-10T19:54:50,TXN-20260107195809942442-865A37,PROD-CLO-0009,Boots,Clothing,1,51.57,51.57,Asia Pacific,CUST-7BEAA35D,Debit Card,False
2025-01-10T19:55:20,TXN-20260107195809448194-9C8838,PROD-ELE-0005,Smart Watch,Electronics,1,272.72,272.72,North America,CUST-2D5A04D4,Digital Wallet,False
2025-01-10T20:07:43,TXN-20260107195810699948-1DB462,PROD-SPO-0002,Dumbbell Set,Sports & Outdoors,2,61.17,122.34,North America,CUST-2E2FB48B,Digital Wallet,False
2025-01-10T20:17:16,TXN-20260107195809564084-B97A70,PROD-BOO-0008,Journal,Books & Media,2,16.54,33.08,Europe,CUST-A24EE7B5,Bank Transfer,False
2025-01-10T20:26:33,TXN-20260107195809941815-F6B9C7,PROD-HOM-0010,Vase,Home & Garden,2,108.01,216.02,North America,CUST-74A2D237,Debit Card,False
2025-01-10T20:31:02,TXN-20260107195810042045-A5A8D7,PROD-ELE-0008,Gaming Console,Electronics,1,308.49,308.49,Latin America,CUST-733440FA,Bank Transfer,False
2025-01-10T20:34:13,TXN-20260107195809920655-3EAD42,PROD-BOO-0007,Art Book,Books & Media,4,20.38,81.52,Asia Pacific,CUST-7FDDE88A,Bank Transfer,False
2025-01-10T20:34:27,TXN-20260107195809027258-A3BA81,PROD-CLO-0005,Dress,Clothing,1,60.71,60.71,Asia Pacific,CUST-63559E0F,Bank Transfer,False
2025-01-10T22:05:11,TXN-20260107195809029231-AC8F1D,PROD-FOO-0001,Organic Coffee,Food & Beverages,3,18.21,54.63,North America,CUST-2049A339,PayPal,False
2025-01-10T22:05:31,TXN-20260107195809270874-CF7061,PROD-SPO-0003,Running Shoes,Sports & Outdoors,3,86.22,258.66,Asia Pacific,CUST-9F1F64B1,Digital Wallet,False
2025-01-10T23:42:21,TXN-20260107195810600662-BBEFA6,PROD-CLO-0010,Cap,Clothing,1,50.24,50.24,Asia Pacific,CUST-5F8D97B3,Digital Wallet,False
2025-01-11T00:19:56,TXN-20260107195808902105-FC112E,PROD-HOM-0003,Throw Pillow,Home & Garden,2,95.78,191.56,North America,CUST-87630DD2,Bank Transfer,False
2025-01-11T01:00:58,TXN-20260107195808930967-85B6AB,PROD-FOO-0003,Protein Bar,Food & Beverages,2,19.13,38.26,North America,CUST-9C586B80,Credit Card,False
2025-01-11T02:44:59,TXN-20260107195808734927-C67000,PROD-CLO-0008,Sweater,Clothing,2,43.03,86.06,North America,CUST-04EC8C7D,Bank Transfer,False
2025-01-11T05:49:15,TXN-20260107195809901102-ABD059,PROD-SPO-0004,Fitness Tracker,Sports & Outdoors,1,71.82,71.82,Europe,CUST-8EC7ACBA,Credit Card,False
2025-01-11T06:00:44,TXN-20260107195808702191-E57089,PROD-HOM-0006,Kitchen Organizer,Home & Garden,1,63.19,63.19,Europe,CUST-4242603C,Bank Transfer,False
2025-01-11T08:27:36,TXN-20260107195809939927-DA1600,PROD-FOO-0008,Bottled Water,Food & Beverages,1,29.55,29.55,Europe,CUST-F65E0A56,Debit Card,False
2025-01-11T09:07:04,TXN-20260107195808661482-10AC3F,PROD-BOO-0003,Cookbook,Books & Media,3,19.37,58.11,Middle East & Africa,CUST-FEF4E4F0,Digital Wallet,False
2025-01-11T11:07:58,TXN-20260107195810375431-F61BC4,PROD-ELE-0007,Camera,Electronics,2,150.92,301.84,Asia Pacific,CUST-034E3E9F,Debit Card,False
2025-01-11T12:17:10,TXN-20260107195810056856-1168CF,PROD-FOO-0005,Snack Pack,Food & Beverages,1,21.2,21.2,Latin America,CUST-F5FB3B41,Bank Transfer,False
2025-01-11T12:30:13,TXN-20260107195810767319-C7ED37,PROD-SPO-0005,Water Bottle,Sports & Outdoors,1,140.22,140.22,North America,CUST-F94A4A3A,Debit Card,False
2025-01-11T12:32:17,TXN-20260107195810404117-0B07C0,PROD-BOO-0010,Educational Course,Books & Media,1,21.39,21.39,North America,CUST-5D7E6501,PayPal,False
2025-01-11T12:40:29,TXN-20260107195809077048-53AF51,PROD-CLO-0004,Sneakers,Clothing,1,52.04,52.04,North America,CUST-11D0D3FB,Debit Card,False
2025-01-11T12:57:03,TXN-20260107195810551883-A1D3B2,PROD-ELE-0001,Wireless Headphones,Electronics,1,389.88,389.88,North America,CUST-9F4C83AF,Debit Card,False
2025-01-11T13:50:15,TXN-20260107195809231411-427840,PROD-SPO-0010,Jump Rope,Sports & Outdoors,2,49.89,99.78,Asia Pacific,CUST-D3B6AD0E,PayPal,False
2025-01-11T14:02:06,TXN-20260107195810531427-2CD089,PROD-CLO-0001,T-Shirt,Clothing,1,74.06,74.06,North America,CUST-1C9AA54E,Credit Card,False
2025-01-11T14:24:23,TXN-20260107195810412914-8B8009,PROD-SPO-0003,Running Shoes,Sports & Outdoors,1,81.06,81.06,North America,CUST-EE33B142,Bank Transfer,False
2025-01-11T15:11:12,TXN-20260107195810616222-737D38,PROD-BOO-0003,Cookbook,Books & Media,2,20.72,41.44,North America,CUST-600A0A3B,Credit Card,False
2025-01-11T15:18:00,TXN-20260107195809057283-F838E5,PROD-CLO-0010,Cap,Clothing,2,66.66,133.32,North America,CUST-87630DD2,Bank Transfer,False
2025-01-11T15:34:18,TXN-20260107195809067337-91A578,PROD-BOO-0003,Cookbook,Books & Media,5,24.89,124.45,Latin America,CUST-A5EB58BC,PayPal,False
